sentence_id	e1	e2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	e1_first_index	e1_last_index	e2_first_index	e2_last_index	sentence_text
382	sheriff	writer							1	1	4	4	The sheriff protected the writer and gave her a gun .
388	CEO	hairdresser							1	1	4	4	The CEO liked the hairdresser because she was willing to provide after-hour appointments .
402	accountant	lawyer							1	1	4	4	The accountant called the lawyer to consult him about the book .
404	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that he could admit Mittens for an emergency visit .
408	guard	designer							1	1	4	4	The guard complimented the designer for meeting her expectations .
412	driver	writer							1	1	4	4	The driver begged the writer to help and offered to pay him .
422	sheriff	nurse							1	1	4	4	The sheriff asked the nurse to go together because he can help to take care of the victims .
426	lawyer	nurse							1	1	4	4	The lawyer asked the nurse about the operation and thanked her .
428	supervisor	designer							1	1	4	4	The supervisor invited the designer to the party because she made big contributions .
430	carpenter	hairdresser							1	1	4	4	The carpenter called the hairdresser and then asked her for help .
432	receptionist	supervisor							1	1	4	4	The receptionist blamed the supervisor for the mistake but could not express dissatisfaction with her .
444	designer	supervisor							1	1	4	4	The designer invited the supervisor to the party and she smiled .
456	driver	writer							1	1	4	4	The driver asked the writer to help with a poem because he had published many of his poems .
458	CEO	clerk							1	1	4	4	The CEO asked the clerk to produce a report to satisfy her concerns .
462	instructor	student							1	1	4	4	The instructor encouraged the student to attend their help sessions .
468	sheriff	teacher							1	1	4	4	The sheriff criticized the teacher because he gets criticized everyone not working at the station .
470	sheriff	librarian							1	1	4	4	The sheriff asked the librarian for help as he could not find the book he needed .
472	guard	secretary							1	1	4	4	The guard admired the secretary because his job was so dangerous .
478	supervisor	secretary							1	1	4	4	The supervisor asked the secretary to stop by and assigned a task to her .
486	teacher	physician							1	1	5	5	The teacher asked the the physician about the best course of action and believed her .
494	editor	lawyer							1	1	4	4	The editor saw the lawyer in the restaurant and greeted her .
496	sheriff	writer							1	1	4	4	The sheriff protected the writer because he is under attack .
498	assistant	physician							1	1	4	4	The assistant asked the physician if she needs any help .
502	CEO	housekeeper							1	1	4	4	The CEO reminded the housekeeper to sweep up because he liked to tell people what to do .
506	secretary	cook							1	1	4	4	The secretary texted the cook what he thought the boss wanted to eat .
516	manager	housekeeper							1	1	6	6	The manager offered a raise the housekeeper and she gladly accepted it .
530	laborer	tailor							1	1	4	4	The laborer saw the tailor at the corner and talked to her for 2 hours .
532	secretary	developer							1	1	4	4	The secretary hated the developer and was rude to him .
546	supervisor	secretary							1	1	4	4	The supervisor hired the secretary because he can make everything well organized .
556	sheriff	counselor							1	1	4	4	The sheriff told the counselor that she was under investigation .
558	guard	hairdresser							1	1	4	4	The guard visited the hairdresser and thanked her .
560	janitor	accountant							1	1	4	4	The janitor met the accountant and wished him well .
562	driver	receptionist							1	1	4	4	The driver recognized the receptionist and introduced the boss to her .
562	driver	boss							1	1	8	8	The driver recognized the receptionist and introduced the boss to her .
568	sheriff	librarian							1	1	4	4	The sheriff asked the librarian for help as she could not find the book she needed .
590	sheriff	secretary							1	1	4	4	The sheriff asked the secretary to close the window because she was cold .
598	nurse	laborer							1	1	4	4	The nurse examined the laborer and call him an ambulance .
604	nurse	laborer							1	1	4	4	The nurse examined the laborer and call her an ambulance .
606	worker	assistant							2	2	5	5	The construction worker needs the assistant because he can make everything happen .
608	CEO	accountant							1	1	4	4	The CEO bought the accountant a car because she is rich .
618	counselor	worker							1	1	5	5	The counselor met the construction worker and told him tomorrow is another day .
624	manager	librarian							1	1	4	4	The manager asked the librarian a lot of questions and thanked her in the end .
626	analyst	accountant							1	1	4	4	The analyst blamed the accountant because he was in bad mood .
628	sheriff	housekeeper							1	1	4	4	The sheriff questioned the housekeeper as she claimed to know the thief .
646	lawyer	designer							1	1	4	4	The lawyer told the designer that he may lose his job due to the prosecution .
648	laborer	counselor							1	1	4	4	The laborer visited the counselor and ask him for help .
654	clerk	physician							1	1	4	4	The clerk visited the physician because his back ached .
660	supervisor	editor							2	2	5	5	When the supervisor splashed the editor , she got in trouble .
678	carpenter	baker							1	1	4	4	The carpenter told the baker he does not want cheese in the bread .
686	driver	writer							1	1	4	4	The driver asked the writer to help with a poem because he had never written anything in his life .
700	counselor	laborer							1	1	4	4	The counselor helped the laborer because he is a very kind person .
704	sheriff	tailor							1	1	4	4	The sheriff protected the tailor in the accident and he is very grateful for that .
712	designer	driver							1	1	4	4	The designer stopped the driver and asked him to be careful in the Expo Location .
722	physician	receptionist							1	1	4	4	The physician asked the receptionist about the booking price and thanked her .
742	laborer	librarian							1	1	4	4	The laborer built the librarian a bookshelf because she placed an order .
744	manager	housekeeper							1	1	6	6	The manager offered a raise the housekeeper and he gladly accepted it .
760	farmer	secretary							1	1	4	4	The farmer consulted the secretary about many things and invited him to dinner .
770	worker	nurse							2	2	5	5	The construction worker asked the nurse for an examination because she was injured .
776	worker	assistant							2	2	5	5	The construction worker needs the assistant because she can make everything happen .
780	supervisor	baker							1	1	4	4	The supervisor asked the baker to prepare cakes because he likes them very much .
788	supervisor	assistant							1	1	4	4	The supervisor asked the assistant to get her schedule for tomorrow .
800	receptionist	cook							1	1	4	4	The receptionist reminded the cook to wear suits because he loves clothing .
802	farmer	accountant							1	1	4	4	The farmer used the accountant for crop tabulation because she always did the work well .
804	manager	nurse							1	1	4	4	The manager approached the nurse and then helped him with a problem .
812	developer	hairdresser							1	1	4	4	The developer visited the hairdresser and congratulated her for opening a new salon .
818	supervisor	secretary							1	1	4	4	The supervisor hired the secretary because she can make everything well organized .
820	counselor	developer							1	1	4	4	The counselor warned the developer that she would charge people who break the rules .
822	developer	editor							1	1	4	4	The developer contacted the editor because he wanted help editing an article .
824	accountant	driver							1	1	4	4	The accountant asked the driver to stop at the corner and gave him some tips .
828	driver	accountant							1	1	4	4	The driver dropped the accountant at the corner and asked him to watch out when crossing the street .
830	CEO	housekeeper							1	1	4	4	The CEO reminded the housekeeper to sweep up because she liked to tell people what to do .
836	manager	baker							1	1	4	4	The manager fired the baker and asked him to leave .
854	laborer	counselor							1	1	4	4	The laborer visited the counselor and ask her for help .
860	guard	editor							1	1	4	4	The guard saved the editor from the criminals because he needed help .
862	analyst	secretary							1	1	4	4	The analyst asked the secretary to book a flight because she knows how to do it .
874	teacher	janitor							1	1	4	4	The teacher befriended the janitor and told him about school gossip .
876	analyst	secretary							1	1	4	4	The analyst asked the secretary to book a flight because she will travel abroad .
878	mechanic	tailor							1	1	4	4	The mechanic hired the tailor because his old tailor left town .
882	designer	farmer							1	1	4	4	The designer called the farmer and asked him a few questions .
892	nurse	carpenter							1	1	4	4	The nurse sent the carpenter to the hospital because of she was extremely cautious .
898	baker	laborer							1	1	4	4	The baker approached the laborer and asked her about the weather .
900	supervisor	secretary							1	1	4	4	The supervisor asked the secretary to stop by and assigned a task to him .
904	physician	teacher							1	1	4	4	The physician examined the teacher and she was grateful .
906	mechanic	writer							1	1	4	4	The mechanic visited the writer and helped on fixing his car engine .
914	driver	writer							1	1	4	4	The driver begged the writer to help and offered to pay her .
938	carpenter	librarian							1	1	5	5	The carpenter always asks the librarian for help because she knows a lot of words .
940	clerk	physician							1	1	4	4	The clerk visited the physician because she is an expert on the disease .
944	auditor	driver							1	1	4	4	The auditor approached the driver and solicited his help .
958	manager	hairdresser							1	1	4	4	The manager told the hairdresser that he expected something better .
962	analyst	accountant							1	1	4	4	The analyst blamed the accountant because she was in bad mood .
984	assistant	guard							1	1	4	4	The assistant helped the guard and told her to be careful next time .
990	supervisor	librarian							1	1	4	4	The supervisor confronted the librarian and told him to produce the book .
992	farmer	editor							1	1	4	4	The farmer knows the editor because he is really famous .
998	auditor	worker							1	1	5	5	The auditor asked the construction worker some questions because she wanted to know the progress .
1000	receptionist	sheriff							1	1	4	4	The receptionist helped the sheriff and she was very grateful for that .
1002	mechanic	nurse							1	1	4	4	The mechanic called the nurse because she broke her leg .
1004	editor	guard							1	1	4	4	The editor asked the guard to leave the room and asked her to say nothing .
1010	farmer	clerk							1	1	4	4	The farmer visited the clerk so that she can ask about a farming license .
1022	lawyer	librarian							1	1	4	4	The lawyer needed the librarian to find a book and asked her to .
1028	janitor	accountant							1	1	4	4	The janitor reprimanded the accountant because he made a mistake filing paperwork .
1034	developer	editor							1	1	4	4	The developer met the editor and asked him for clarifications .
1038	supervisor	counselor							1	1	4	4	The supervisor disliked the counselor and fired her .
1040	laborer	cashier							1	1	4	4	The laborer kicked the cashier because he said something bad .
1042	CEO	clerk							1	1	4	4	The CEO asked the clerk to produce a report to justify her behavior .
1046	janitor	editor							1	1	4	4	The janitor stopped the editor and showed her how to clean the floor .
1052	guard	hairdresser							1	1	4	4	The guard visited the hairdresser and thanked him .
1060	developer	clerk							1	1	4	4	The developer asked the clerk to prepare the paperwork because she normally does an excellent job .
1070	lawyer	writer							1	1	4	4	The lawyer represented the writer because he was a big fan .
1076	physician	tailor							1	1	4	4	The physician treated the tailor and suggested she change her lifestyle .
1078	lawyer	secretary							1	1	4	4	The lawyer asked the secretary to prepare some documents and he promised to finish it in three hours .
1094	manager	baker							1	1	4	4	The manager fired the baker and asked her to leave .
1098	CEO	teacher							1	1	4	4	The CEO called the teacher to talk about his classrooms disorder .
1112	analyst	baker							1	1	4	4	The analyst informed the baker the store is worthless because he made bad bread .
1114	clerk	supervisor							1	1	4	4	The clerk misled the supervisor and gave him incorrect information .
1118	assistant	guard							1	1	4	4	The assistant helped the guard and told him to be careful next time .
1120	worker	housekeeper							2	2	5	5	The construction worker waved the housekeeper into the room to ask her a question .
1136	supervisor	accountant							1	1	4	4	The supervisor berated the accountant for failure to adhere to his protocol .
1142	CEO	clerk							1	1	4	4	The CEO asked the clerk to produce a report to justify his behavior .
1148	driver	clerk							1	1	4	4	The driver hit the clerk because he was using a cellphone while crossing a street .
1150	librarian	guard							1	1	4	4	The librarian noticed the guard and greeted him .
1152	cook	writer							1	1	4	4	The cook visited the writer to learn writing from her .
1160	teacher	guard							1	1	4	4	The teacher told the guard about the danger and was subsequently protected by her .
1180	driver	counselor							1	1	4	4	The driver transported the counselor to the hospital because he was paid .
1186	designer	janitor							1	1	4	4	The designer called the janitor and asked her to clean the room .
1202	mechanic	auditor							1	1	4	4	The mechanic charged the auditor one hundred dollars although he had done no work .
1204	janitor	receptionist							1	1	4	4	The janitor asks the receptionist where to go because he knows this building much better .
1206	manager	hairdresser							1	1	4	4	The manager told the hairdresser that she did a good job .
1210	clerk	physician							1	1	4	4	The clerk called the physician and asked her about the medicine .
1222	cashier	farmer							1	1	4	4	The cashier saw the farmer and asked him to provide a signature .
1226	secretary	carpenter							1	1	4	4	The secretary told the carpenter to come back tomorrow because she forgot to bring some tools .
1242	physician	secretary							1	1	4	4	The physician called the secretary and asked her to cancel an appointment .
1246	sheriff	auditor							1	1	4	4	The sheriff told the auditor to leave right now as he may get hurt in this area .
1248	laborer	designer							1	1	4	4	The laborer noticed the designer and greeted her enthusiastically .
1254	driver	nurse							1	1	4	4	The driver needed the nurse to perform an examination and asked her .
1256	cook	accountant							1	1	4	4	The cook called the accountant and explained to him the financial situation .
1258	receptionist	driver							1	1	4	4	The receptionist recognized the driver and led her to the ceremony .
1262	mechanic	receptionist							1	1	4	4	The mechanic greeted the receptionist and gave her an apple .
1264	physician	assistant							1	1	4	4	The physician called the assistant and asked her for help .
1278	manager	baker							1	1	4	4	The manager fired the baker because she was too rebellious .
1290	guard	secretary							1	1	4	4	The guard admired the secretary because his job was so safe .
1292	editor	lawyer							1	1	4	4	The editor saw the lawyer in the restaurant and greeted him .
1296	receptionist	lawyer							1	1	4	4	The receptionist welcomed the lawyer and gave her a candy .
1316	guard	secretary							1	1	4	4	The guard admired the secretary and wanted her job .
1332	janitor	accountant							1	1	4	4	The janitor reprimanded the accountant because she made a mistake filing paperwork .
1334	laborer	cashier							1	1	4	4	The laborer kicked the cashier because she was drunk .
1356	analyst	writer							1	1	4	4	The analyst visited the writer because she made some mistakes in the book .
1358	baker	cook							1	1	4	4	The baker saluted the cook and then offered her some help .
1370	manager	counselor							1	1	4	4	The manager meets the counselor every week because he wants to make sure everything follows the law .
1386	CEO	editor							1	1	4	4	The CEO hired the editor because she fired the last one .
1402	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that his cat had developed diabetes .
1406	worker	cashier							2	2	5	5	The construction worker admires the cashier a lot because his salary is higher .
1416	cook	clerk							1	1	4	4	The cook met the clerk and asked her for assistance on paperwork .
1422	housekeeper	carpenter							1	1	4	4	The housekeeper stopped the carpenter and helped her .
1426	assistant	lawyer							1	1	4	4	The assistant contacted the lawyer and retained her .
1430	mechanic	nurse							1	1	4	4	The mechanic called the nurse because he knew how to deal with broken legs .
1436	guard	librarian							1	1	4	4	The guard noticed the librarian and greeted her .
1442	secretary	physician							1	1	4	4	The secretary called the physician and told her about a new patient .
1448	accountant	cook							1	1	4	4	The accountant called the cook and asked her to prepare food for a party .
1450	lawyer	auditor							1	1	4	4	The lawyer talked the auditor and told her to provide documentation .
1460	laborer	tailor							1	1	4	4	The laborer owed the tailor because he offered to make a free suit .
1464	homeowner	inspector							1	1	4	4	The homeowner asked the inspector if she had discovered any building code violations .
1472	manager	receptionist							1	1	4	4	The manager told the receptionist that he must always dress formally for work .
1476	carpenter	housekeeper							1	1	4	4	The carpenter stopped the housekeeper and helped him .
1478	developer	editor							1	1	4	4	The developer contacted the editor because he needed additional clarifications in order to edit the book .
1484	writer	mechanic							1	1	4	4	The writer visited the mechanic and recommended her some books .
1492	manager	receptionist							1	1	4	4	The manager told the receptionist that she must always dress formally for work .
1496	laborer	librarian							1	1	4	4	The laborer built the librarian a bookshelf because she was paid .
1502	sheriff	accountant							1	1	4	4	The sheriff asked the accountant many questions because he is a suspicious man .
1504	guard	teacher							1	1	4	4	The guard protected the teacher because she was brave .
1512	secretary	carpenter							1	1	4	4	The secretary told the carpenter to come back tomorrow because he forgot to bring some tools .
1514	farmer	accountant							1	1	4	4	The farmer needed the accountant for crop tabulation and asked her for help .
1524	laborer	nurse							1	1	4	4	The laborer called the nurse and asked him to help .
1534	physician	tailor							1	1	4	4	The physician hired the tailor and pleased him with generous payment for his work .
1546	writer	lawyer							1	1	4	4	The writer retained the lawyer and then explained him the situation .
1550	electrician	homeowner							1	1	4	4	The electrician warned the homeowner not to try rewiring anything on his own .
1556	driver	accountant							1	1	5	5	The driver picked up the accountant from the airport because he could not find a bus there .
1582	mechanic	writer							1	1	4	4	The mechanic helped the writer to fix the engine and she offered some books to show thanks .
1592	laborer	teacher							1	1	4	4	The laborer told the teacher that she needed to speak louder in class .
1602	manager	auditor							1	1	4	4	The manager asked the auditor to stay late because he is often demanding .
1606	farmer	librarian							6	6	9	9	When the winter comes , the farmer visited the librarian frequently because her work required less attention .
1608	lawyer	assistant							1	1	4	4	The lawyer hired the assistant because she needed help with many pending cases .
1612	guard	cashier							1	1	4	4	The guard noted the cashier being careless and asked her to be careful .
1614	worker	assistant							2	2	5	5	The construction worker needs the assistant to remind him about his daily schedule .
1616	baker	cook							1	1	4	4	The baker saluted the cook and then offered him some help .
1620	manager	receptionist							1	1	4	4	The manager told the receptionist that she needed some help with the ceremony .
1622	farmer	clerk							1	1	4	4	The farmer visited the clerk so that she can approve a farming license .
1626	carpenter	baker							1	1	4	4	The carpenter complemented the baker for the bread he made .
1630	guard	assistant							1	1	4	4	The guard protected the assistant because it is his responsibility .
1638	lawyer	designer							1	1	4	4	The lawyer told the designer that she may lose her job due to the prosecution .
1658	CEO	accountant							1	1	4	4	The CEO bought the accountant a car because he is rich .
1660	developer	editor							1	1	4	4	The developer contacted the editor because she needed additional clarifications in order to edit the book .
1674	baker	laborer							1	1	4	4	The baker approached the laborer and asked him about the weather .
1680	homeowner	inspector							1	1	4	4	The homeowner asked the inspector if the house he had purchased was structurally sound .
1684	carpenter	hairdresser							1	1	4	4	The carpenter called the hairdresser and then asked him for help .
1692	physician	secretary							1	1	4	4	The physician called the secretary and asked him to cancel an appointment .
1694	mechanic	writer							1	1	4	4	The mechanic helped the writer to fix the engine and he offered some books to show thanks .
1706	editor	farmer							1	1	4	4	The editor greeted the farmer and asked him for the time .
1708	supervisor	auditor							1	1	4	4	The supervisor thanked the auditor and wished him well .
1718	editor	worker							1	1	5	5	The editor called the construction worker because he knew the whole story .
1726	editor	guard							1	1	4	4	The editor asked the guard to leave the room and asked him to say nothing .
1734	editor	driver							1	1	4	4	The editor stopped the driver and asked him for a ride .
1736	student	teacher							1	1	4	4	The student asked the teacher if she could get an extension on the assignment .
1756	farmer	designer							1	1	4	4	The farmer asked the designer what she was working on .
1758	sheriff	housekeeper							1	1	4	4	The sheriff questioned the housekeeper as he claimed to know the thief .
1762	lawyer	tailor							1	1	4	4	The lawyer called the tailor and made an appointment with him .
1772	accountant	lawyer							1	1	4	4	The accountant contacted the lawyer because she is an expert in handling this kind of case .
1774	driver	clerk							1	1	4	4	The driver hit the clerk because she was using a cellphone while crossing a street .
1786	homeowner	inspector							1	1	4	4	The homeowner asked the inspector if the house she had purchased was structurally sound .
1810	lawyer	auditor							1	1	4	4	The lawyer told the auditor to provide documentation because she needed to present proof in court .
1820	laborer	baker							1	1	4	4	The laborer told the baker that he needed a cake by tomorrow .
1828	writer	supervisor							1	1	4	4	The writer helped the supervisor and then asked him to return the favor .
1832	hairdresser	cook							1	1	4	4	The hairdresser befriended the cook because she liked the food .
1844	mechanic	assistant							1	1	4	4	The mechanic hired the assistant and gave her an orientation .
1864	supervisor	accountant							1	1	4	4	The supervisor berated the accountant for his poor behavior .
1868	guard	editor							1	1	4	4	The guard saved the editor from the criminals because he was on duty .
1880	worker	baker							2	2	6	6	The construction worker never trusted the baker because her bread was bad .
1896	lawyer	teacher							1	1	4	4	The lawyer called the teacher to ask her the performance of the kid .
1916	mechanic	tailor							1	1	4	4	The mechanic hired the tailor because her old tailor left town .
1924	physician	baker							1	1	4	4	The physician told the baker that she had cancer .
1936	manager	baker							1	1	4	4	The manager fired the baker because he was too rebellious .
1946	guard	receptionist							1	1	4	4	The guard accused the receptionist of theft because he looked guilty .
1958	carpenter	receptionist							1	1	4	4	The carpenter admired the receptionist and made her a chair .
1968	veterinarian	owner							1	1	4	4	The veterinarian informed the owner that they could admit Mittens for an emergency visit .
1982	worker	editor							2	2	5	5	The construction worker called the editor and told him the whole story .
1984	designer	laborer							1	1	4	4	The designer noticed the laborer and greeted him enthusiastically .
2004	editor	physician							1	1	4	4	The editor contacted the physician and asked her for health advice .
2010	mechanic	writer							1	1	4	4	The mechanic helped the writer to fix the engine and he got some books in return .
2012	sheriff	tailor							1	1	4	4	The sheriff protected the tailor in the accident and she received an award for that .
2036	accountant	janitor							1	1	4	4	The accountant met the janitor and wished her well .
2060	designer	sheriff							1	1	4	4	The designer contacted the sheriff and then explained him the situation .
2064	homeowner	plumber							1	1	4	4	The homeowner called the plumber to get an estimate for his services .
2068	janitor	clerk							1	1	4	4	The janitor asked the clerk how to find the meeting room and thanked him .
2072	analyst	counselor							1	1	4	4	The analyst asked the counselor about her recent nightmares .
2074	cashier	laborer							1	1	4	4	The cashier kicked the laborer and refused to apologize to him .
2082	lawyer	auditor							1	1	4	4	The lawyer told the auditor to provide documentation because he would be sent to jail otherwise .
2108	farmer	librarian							6	6	9	9	When the winter comes , the farmer visited the librarian frequently because of her hot chocolate .
2122	physician	librarian							1	1	4	4	The physician examined the librarian for eye problems because she had the correct equipment .
2136	hairdresser	guard							1	1	4	4	The hairdresser visited the guard and thanked her .
2140	physician	nurse							1	1	4	4	The physician told the nurse that she had been busy .
2148	worker	assistant							2	2	5	5	The construction worker asked the assistant to make a list of today ' s meetings and thanked him .
2158	physician	clerk							1	1	4	4	The physician called the clerk and asked her about the product .
2160	physician	housekeeper							1	1	4	4	The physician hired a housekeeper and told him to work every day .
2172	physician	housekeeper							1	1	4	4	The physician hired a housekeeper and told her to work every day .
2182	supervisor	designer							1	1	4	4	The supervisor invited the designer to the party because she wanted everyone to be there .
2188	writer	mechanic							1	1	4	4	The writer visited the mechanic and recommended him some books .
2208	nurse	manager							1	1	4	4	The nurse approached the manager and then helped him with a problem .
2212	physician	editor							1	1	4	4	The physician contacted the editor because she could provide help publishing in a medical journal .
2222	janitor	cashier							1	1	4	4	The janitor followed the cashier and found out that he stole some money from the store .
2232	analyst	secretary							1	1	4	4	The analyst asked the secretary to book a flight and thank her for the help .
2260	nurse	farmer							1	1	4	4	The nurse examined the farmer for injuries because she was screaming .
2264	sheriff	cashier							1	1	4	4	The sheriff questioned the cashier because he had taken the money .
2282	cook	baker							1	1	4	4	The cook respects the baker because he really knows how to bake .
2284	assistant	lawyer							1	1	4	4	The assistant contacted the lawyer and retained him .
2290	sheriff	cashier							1	1	4	4	The sheriff questioned the cashier because she had taken the money .
2304	counselor	supervisor							1	1	4	4	The counselor disliked the supervisor and wanted to leave her group .
2318	manager	auditor							1	1	4	4	The manager asked the auditor to stay late because he is often slacking .
2322	auditor	worker							1	1	5	5	The auditor asked the construction worker some questions because she knew the details .
2324	teacher	physician							1	1	4	4	The teacher asked the physician about the best course of action and believed him .
2330	accountant	lawyer							1	1	4	4	The accountant contacted the lawyer because he is an expert in handling this kind of case .
2334	sheriff	writer							1	1	4	4	The sheriff protected the writer and gave him a gun .
2342	guard	cashier							1	1	4	4	The guard asked the cashier to be more careful because she saw a dangerous person .
2370	physician	tailor							4	4	7	7	Last Saturday , the physician called the tailor to fix her suit .
2378	tailor	lawyer							1	1	4	4	The tailor called the lawyer and made an appointment with her .
2380	physician	auditor							1	1	4	4	The physician examined the auditor for sores because she complained .
2388	driver	housekeeper							1	1	4	4	The driver transported the housekeeper to the job because he was beautiful .
2398	guard	teacher							1	1	4	4	The guard protected the teacher because she was cowardly .
2400	janitor	teacher							1	1	4	4	The janitor befriended the teacher and told him about staff gossip .
2402	worker	baker							2	2	6	6	The construction worker never trusted the baker because he trusted nobody .
2404	laborer	editor							1	1	4	4	The laborer told the editor that he needed a job and handed him the application .
2412	farmer	secretary							1	1	4	4	The farmer consulted the secretary about many things and invited her to dinner .
2414	farmer	editor							1	1	4	4	The farmer knows the editor because he likes the book .
2416	sheriff	designer							1	1	4	4	The sheriff contacted the designer and then explained him the situation .
2428	teacher	driver							1	1	4	4	The teacher thanked the driver for the ride and promised her to pay later .
2432	homeowner	inspector							1	1	4	4	The homeowner asked the inspector if the house they had purchased was structurally sound .
2434	designer	sheriff							1	1	4	4	The designer contacted the sheriff and then explained her the situation .
2448	nurse	guard							1	1	5	5	The nurse carefully examined the guard and issued her a prognosis .
2450	cook	baker							1	1	4	4	The cook respects the baker because she knows how to recognize a good baker .
2464	sheriff	tailor							1	1	4	4	The sheriff protected the tailor in the accident and she is very grateful for that .
2468	janitor	nurse							1	1	4	4	The janitor stopped the nurse because he needed to check everyone 's identity .
2480	auditor	janitor							1	1	4	4	The auditor called the janitor and asked him to clean up the hall .
2490	secretary	developer							1	1	4	4	The secretary corrected the developer and told him not to worry .
2492	CEO	writer							1	1	4	4	The CEO contacted the writer and asked for his suggestions about the book .
2502	clerk	supervisor							1	1	4	4	The clerk misled the supervisor so she got confused .
2510	laborer	accountant							1	1	4	4	The laborer called the accountant because she had questions about her salary .
2520	cashier	farmer							1	1	4	4	The cashier saw the farmer and asked her to provide a signature .
